"customerid","recency_days","frequency","monetary","r_score","f_score","m_score","customer_segment"
"14321",10,"5","1530.75",5,4,4,"Champions"
"14323",114,"2","605.06",2,3,3,"At Risk"
"14324",693,"1","361.81",1,2,2,"Lost Customers"
"14326",242,"1","183.85",2,1,1,"Lost Customers"
"14327",163,"3","955.23",2,3,3,"At Risk"
"14329",17,"9","5858.08",4,5,5,"Champions"
"14331",124,"2","462.66",2,3,2,"At Risk"
"14332",22,"4","1355.91",4,4,4,"Champions"
"14333",67,"1","415.20",3,1,2,"Promising"
"14334",16,"8","2552.21",4,5,5,"Champions"
"14335",16,"2","454.86",4,3,2,"Loyal Customers"
"14336",16,"4","1614.91",4,4,4,"Champions"
"14338",161,"2","588.22",2,3,3,"At Risk"
"14339",242,"1","309.52",2,2,2,"Lost Customers"
"14340",218,"1","134.70",2,2,1,"Lost Customers"
"14341",45,"10","2759.67",3,5,5,"Loyal Customers"
"14342",21,"4","668.56",4,4,3,"Loyal Customers"
"14343",690,"1","250.15",1,1,1,"Lost Customers"
"14344",127,"9","982.78",2,5,4,"At Risk"
"14345",38,"1","108.98",4,1,1,"New Customers"
"14346",120,"2","1021.58",2,2,4,"Lost Customers"
"14347",736,"1","82.60",1,1,1,"Lost Customers"
"14348",260,"1","409.57",1,1,2,"Lost Customers"
"14349",10,"1","133.50",5,2,1,"New Customers"
"14350",274,"2","588.38",1,3,3,"At Risk"
"14351",164,"1","51.00",2,2,1,"Lost Customers"
"14352",157,"4","1078.96",2,4,4,"At Risk"
"14353",215,"1","90.60",2,1,1,"Lost Customers"
"14354",5,"2","163.62",5,2,1,"New Customers"
"14355",365,"1","174.40",1,1,1,"Lost Customers"
"14356",79,"2","701.23",3,3,3,"Loyal Customers"
"14357",43,"1","225.12",3,1,1,"Promising"
"14358",389,"1","150.60",1,2,1,"Lost Customers"
"14359",19,"3","912.18",4,3,3,"Loyal Customers"
"14360",31,"4","2118.03",4,4,4,"Champions"
"14362",22,"1","151.50",4,2,1,"New Customers"
"14364",108,"8","3717.35",2,5,5,"At Risk"
"14367",8,"16","9227.82",5,5,5,"Champions"
"14368",319,"1","155.00",1,1,1,"Lost Customers"
"14371",295,"1","100.50",1,1,1,"Lost Customers"
"14373",358,"1","76.55",1,1,1,"Lost Customers"
"14375",185,"1","235.56",2,1,1,"Lost Customers"
"14377",191,"2","617.05",2,3,3,"At Risk"
"14379",44,"3","948.15",3,3,3,"Loyal Customers"
"14381",52,"1","202.68",3,1,1,"Promising"
"14382",26,"2","1193.63",4,3,4,"Loyal Customers"
"14383",38,"3","1247.69",4,4,4,"Champions"
"14385",9,"3","202.11",5,3,1,"Loyal Customers"
"14386",296,"1","142.40",1,2,1,"Lost Customers"
"14387",32,"3","1727.60",4,4,4,"Champions"
"14388",10,"10","4014.64",5,5,5,"Champions"
"14389",65,"2","1043.46",3,2,4,"Promising"
"14390",10,"11","4964.71",5,5,5,"Champions"
"14393",218,"1","67.95",2,1,1,"Lost Customers"
"14395",2,"10","3756.18",5,5,5,"Champions"
"14396",65,"3","995.46",3,3,4,"Loyal Customers"
"14397",2,"19","2612.96",5,5,5,"Champions"
"14400",149,"1","574.70",2,1,3,"Lost Customers"
"14401",4,"15","4882.51",5,5,5,"Champions"
"14403",130,"4","1475.81",2,4,4,"At Risk"
"14404",33,"9","1839.70",4,5,4,"Champions"
"14405",386,"1","195.00",1,1,1,"Lost Customers"
"14406",119,"1","156.75",2,1,1,"Lost Customers"
"14407",107,"6","2157.73",2,4,4,"At Risk"
"14408",10,"8","2920.03",5,5,5,"Champions"
"14409",71,"7","2639.34",3,5,5,"Loyal Customers"
"14410",92,"10","2178.67",2,5,5,"At Risk"
"14411",310,"1","1063.00",1,1,4,"Lost Customers"
"14412",42,"2","770.03",3,2,3,"Promising"
"14413",362,"2","243.75",1,2,1,"Lost Customers"
"14414",91,"8","2399.33",2,5,5,"At Risk"
"14415",1,"15","7337.48",5,5,5,"Champions"
"14416",22,"2","490.22",4,3,2,"Loyal Customers"
"14417",387,"1","524.65",1,1,3,"Lost Customers"
"14418",3,"3","1937.25",5,4,4,"Champions"
"14419",10,"7","1254.64",5,5,4,"Champions"
"14420",99,"2","788.32",2,2,3,"Lost Customers"
"14421",57,"3","1788.11",3,4,4,"Loyal Customers"
"14422",0,"9","5482.52",5,5,5,"Champions"
"14423",218,"2","510.00",2,3,3,"At Risk"
"14424",17,"1","322.08",4,2,2,"New Customers"
"14425",722,"2","422.29",1,3,2,"At Risk"
"14426",23,"10","4481.67",4,5,5,"Champions"
"14427",50,"2","363.34",3,3,2,"Loyal Customers"
"14428",7,"5","1224.06",5,4,4,"Champions"
"14431",302,"2","597.02",1,3,3,"At Risk"
"14432",9,"6","2248.50",5,4,5,"Champions"
"14434",21,"6","1372.80",4,4,4,"Champions"
"14436",98,"1","89.06",2,1,1,"Lost Customers"
"14437",365,"1","63.00",1,2,1,"Lost Customers"
"14438",306,"1","131.90",1,2,1,"Lost Customers"
"14439",319,"1","2661.24",1,2,5,"Lost Customers"
"14440",8,"6","3292.69",5,5,5,"Champions"
"14441",0,"6","2555.86",5,4,5,"Champions"
"14442",204,"3","2428.57",2,4,5,"At Risk"
"14443",53,"5","2082.97",3,4,4,"Loyal Customers"
"14446",0,"5","1200.28",5,4,4,"Champions"
"14447",18,"5","1163.23",4,4,4,"Champions"
"14448",9,"2","375.35",5,3,2,"Loyal Customers"
"14449",18,"4","885.80",4,4,3,"Loyal Customers"
"14450",180,"5","760.73",2,4,3,"At Risk"
"14451",60,"4","1217.30",3,4,4,"Loyal Customers"
"14452",10,"2","259.05",5,2,2,"New Customers"
"14453",190,"1","119.93",2,1,1,"Lost Customers"
"14454",376,"2","299.64",1,3,2,"At Risk"
"14456",5,"9","3017.28",5,5,5,"Champions"
"14457",310,"1","113.64",1,2,1,"Lost Customers"
"14458",380,"1","228.07",1,1,1,"Lost Customers"
"14459",155,"1","1837.92",2,1,4,"Lost Customers"
"14460",110,"4","589.68",2,4,3,"At Risk"
"14461",148,"5","3269.91",2,4,5,"At Risk"
"14462",66,"11","1980.57",3,5,4,"Loyal Customers"
"14463",98,"3","529.62",2,3,3,"At Risk"
"14465",246,"4","1322.96",2,4,4,"At Risk"
"14466",29,"9","2713.05",4,5,5,"Champions"
"14467",17,"6","834.70",4,5,3,"Loyal Customers"
"14468",733,"1","204.24",1,1,1,"Lost Customers"
"14470",11,"2","461.19",5,3,2,"Loyal Customers"
"14471",732,"1","208.83",1,1,1,"Lost Customers"
"14472",103,"9","2118.72",2,5,4,"At Risk"
"14473",74,"2","234.34",3,2,1,"Promising"
"14474",46,"1","547.66",3,1,3,"Promising"
"14475",71,"3","925.85",3,3,3,"Loyal Customers"
"14476",257,"1","193.00",1,1,1,"Lost Customers"
"14477",19,"5","1474.60",4,4,4,"Champions"
"14478",382,"2","626.38",1,3,3,"At Risk"
"14479",253,"3","671.38",1,3,3,"At Risk"
"14480",11,"2","582.90",5,3,3,"Loyal Customers"
"14481",164,"2","636.51",2,3,3,"At Risk"
"14482",18,"7","2433.27",4,5,5,"Champions"
"14483",281,"2","257.10",1,2,2,"Lost Customers"
"14484",50,"2","757.37",3,2,3,"Promising"
"14485",38,"1","162.80",4,1,1,"New Customers"
"14487",26,"7","1266.27",4,5,4,"Champions"
"14488",67,"1","1064.28",3,1,4,"Promising"
"14489",207,"1","463.38",2,1,2,"Lost Customers"
"14491",175,"2","340.93",2,3,2,"At Risk"
"14493",7,"6","3218.76",5,5,5,"Champions"
"14494",25,"2","253.86",4,2,2,"New Customers"
"14495",50,"2","123.80",3,2,1,"Promising"
"14496",311,"3","707.31",1,3,3,"At Risk"
"14497",309,"1","475.37",1,1,2,"Lost Customers"
"14498",42,"5","1957.32",3,4,4,"Loyal Customers"
"14499",26,"5","1371.70",4,4,4,"Champions"
"14500",88,"3","356.85",3,3,2,"Loyal Customers"
"14501",183,"2","251.21",2,2,1,"Lost Customers"
"14502",19,"11","2429.83",4,5,5,"Champions"
"14503",3,"6","3543.26",5,5,5,"Champions"
"14504",47,"4","673.26",3,4,3,"Loyal Customers"
"14505",17,"10","7237.11",4,5,5,"Champions"
"14506",17,"5","1960.65",4,4,4,"Champions"
"14507",23,"8","2096.01",4,5,4,"Champions"
"14508",22,"3","531.11",4,3,3,"Loyal Customers"
"14510",375,"1","505.75",1,1,2,"Lost Customers"
"14511",11,"5","1314.81",5,4,4,"Champions"
"14512",187,"4","745.57",2,4,3,"At Risk"
"14513",100,"3","455.59",2,3,2,"At Risk"
"14514",61,"4","1818.54",3,4,4,"Loyal Customers"
"14515",17,"8","2749.77",4,5,5,"Champions"
"14517",33,"2","330.45",4,3,2,"Loyal Customers"
"14518",64,"1","174.37",3,1,1,"Promising"
"14519",728,"1","122.95",1,1,1,"Lost Customers"
"14520",1,"2","270.60",5,2,2,"New Customers"
"14522",24,"4","974.54",4,4,3,"Loyal Customers"
"14523",108,"1","241.09",2,1,1,"Lost Customers"
"14524",31,"9","1843.83",4,5,4,"Champions"
"14525",19,"11","4812.35",4,5,5,"Champions"
"14526",389,"1","258.65",1,2,2,"Lost Customers"
"14527",2,"72","17067.97",5,5,5,"Champions"
"14528",37,"1","364.22",4,2,2,"New Customers"
"14529",60,"3","578.61",3,3,3,"Loyal Customers"
"14530",25,"6","2862.11",4,5,5,"Champions"
"14532",236,"5","1208.80",2,4,4,"At Risk"
"14533",24,"7","1949.72",4,5,4,"Champions"
"14534",2,"18","4397.30",5,5,5,"Champions"
"14535",60,"3","2854.84",3,4,5,"Loyal Customers"
"14536",259,"1","170.95",1,1,1,"Lost Customers"
"14537",57,"1","355.56",3,2,2,"Promising"
"14538",64,"2","388.25",3,3,2,"Loyal Customers"
"14539",15,"2","537.48",5,3,3,"Loyal Customers"
"14540",9,"6","1769.10",5,4,4,"Champions"
"14541",58,"9","1656.08",3,5,4,"Loyal Customers"
"14542",185,"1","103.25",2,1,1,"Lost Customers"
"14543",28,"21","5149.73",4,5,5,"Champions"
"14544",24,"2","2004.30",4,3,4,"Loyal Customers"
"14546",5,"7","3570.10",5,5,5,"Champions"
"14547",3,"8","3974.75",5,5,5,"Champions"
"14548",150,"4","1248.98",2,4,4,"At Risk"
"14549",311,"2","602.51",1,3,3,"At Risk"
"14550",10,"3","1055.55",5,3,4,"Loyal Customers"
"14551",18,"2","186.23",4,2,1,"New Customers"
"14552",151,"2","334.21",2,3,2,"At Risk"
"14553",19,"5","859.27",4,4,3,"Loyal Customers"
"14554",10,"4","2279.49",5,4,5,"Champions"
"14555",57,"4","1317.04",3,4,4,"Loyal Customers"
"14556",688,"1","331.41",1,2,2,"Lost Customers"
"14557",85,"1","788.38",3,1,3,"Promising"
"14558",731,"1","306.45",1,2,2,"Lost Customers"
"14559",390,"1","75.60",1,1,1,"Lost Customers"
"14560",7,"27","3294.02",5,5,5,"Champions"
"14561",75,"3","1080.76",3,3,4,"Loyal Customers"
"14562",3,"19","5378.77",5,5,5,"Champions"
"14564",735,"1","989.18",1,1,4,"Lost Customers"
"14565",95,"4","3099.12",2,4,5,"At Risk"
"14566",110,"1","1432.00",2,1,4,"Lost Customers"
"14567",56,"2","1530.36",3,3,4,"Loyal Customers"
"14569",1,"1","227.39",5,1,1,"New Customers"
"14570",280,"2","218.06",1,2,1,"Lost Customers"
"14572",3,"7","2804.54",5,5,5,"Champions"
"14573",179,"10","1876.62",2,5,4,"At Risk"
"14574",732,"1","143.70",1,2,1,"Lost Customers"
"14576",372,"1","35.40",1,2,1,"Lost Customers"
"14577",12,"5","1077.05",5,4,4,"Champions"
"14578",3,"1","168.63",5,1,1,"New Customers"
"14581",16,"1","138.60",4,2,1,"New Customers"
"14582",40,"1","114.11",3,2,1,"Promising"
"14583",5,"6","1162.86",5,4,4,"Champions"
"14584",169,"4","1033.06",2,4,4,"At Risk"
"14585",50,"3","720.32",3,3,3,"Loyal Customers"
"14586",276,"1","237.36",1,1,1,"Lost Customers"
"14587",18,"9","1580.29",4,5,4,"Champions"
"14589",371,"1","39.75",1,2,1,"Lost Customers"
"14590",694,"5","840.91",1,4,3,"At Risk"
"14591",15,"4","1320.21",5,4,4,"Champions"
"14592",35,"3","557.94",4,3,3,"Loyal Customers"
"14593",21,"4","1035.20",4,4,4,"Champions"
"14594",7,"2","363.33",5,3,2,"Loyal Customers"
"14595",19,"6","1740.60",4,4,4,"Champions"
"14597",11,"5","2084.13",5,4,4,"Champions"
"14598",44,"1","221.97",3,1,1,"Promising"
"14599",390,"1","279.00",1,2,2,"Lost Customers"
"14600",305,"2","865.17",1,2,3,"Lost Customers"
"14601",10,"1","213.96",5,1,1,"New Customers"
"14603",274,"1","660.00",1,1,3,"Lost Customers"
"14605",374,"3","555.80",1,3,3,"At Risk"
"14606",1,"110","15990.79",5,5,5,"Champions"
"14607",15,"15","18529.70",5,5,5,"Champions"
"14608",4,"7","2773.17",5,5,5,"Champions"
"14609",72,"5","865.56",3,4,3,"Loyal Customers"
"14614",386,"1","295.13",1,2,2,"Lost Customers"
"14616",242,"4","485.28",2,4,2,"At Risk"
"14618",9,"4","647.61",5,4,3,"Loyal Customers"
"14619",245,"1","394.44",2,2,2,"Lost Customers"
"14620",205,"2","412.78",2,3,2,"At Risk"
"14621",1,"5","1788.36",5,4,4,"Champions"
"14622",184,"1","320.58",2,2,2,"Lost Customers"
"14623",32,"6","1038.30",4,5,4,"Champions"
"14624",57,"2","225.85",3,2,1,"Promising"
"14625",196,"5","2361.33",2,4,5,"At Risk"
"14626",23,"6","3560.25",4,5,5,"Champions"
"14627",379,"1","462.75",1,1,2,"Lost Customers"
"14628",91,"2","671.96",2,3,3,"At Risk"
"14629",4,"2","955.26",5,2,3,"New Customers"
"14631",50,"4","1384.04",3,4,4,"Loyal Customers"
"14632",262,"1","114.56",1,1,1,"Lost Customers"
"14633",266,"1","344.90",1,2,2,"Lost Customers"
"14636",36,"2","609.85",4,3,3,"Loyal Customers"
"14638",50,"1","443.60",3,1,2,"Promising"
"14639",52,"6","2984.49",3,5,5,"Loyal Customers"
"14640",24,"6","2107.38",4,4,4,"Champions"
"14641",21,"1","110.46",4,1,1,"New Customers"
"14642",58,"1","96.12",3,1,1,"Promising"
"14643",170,"3","1044.49",2,3,4,"At Risk"
"14644",67,"3","1169.26",3,3,4,"Loyal Customers"
"14645",156,"2","597.09",2,3,3,"At Risk"
"14646",1,"91","315500.73",5,5,5,"Champions"
"14647",201,"1","236.04",2,1,1,"Lost Customers"
"14648",729,"1","195.23",1,1,1,"Lost Customers"
"14649",4,"6","2656.52",5,5,5,"Champions"
"14651",67,"2","653.75",3,3,3,"Loyal Customers"
"14652",77,"1","114.18",3,1,1,"Promising"
"14653",1,"9","2873.79",5,5,5,"Champions"
"14654",738,"1","246.86",1,1,1,"Lost Customers"
"14655",8,"5","2344.77",5,4,5,"Champions"
"14656",169,"2","291.05",2,2,2,"Lost Customers"
"14657",17,"4","848.22",4,4,3,"Loyal Customers"
"14658",5,"2","247.15",5,2,1,"New Customers"
"14659",8,"9","2529.93",5,5,5,"Champions"
"14660",86,"2","285.74",3,2,2,"Promising"
"14661",26,"1","107.95",4,1,1,"New Customers"
"14662",28,"5","852.07",4,4,3,"Loyal Customers"
"14664",19,"2","636.24",4,3,3,"Loyal Customers"
"14665",60,"5","1835.70",3,4,4,"Loyal Customers"
"14666",24,"1","195.25",4,1,1,"New Customers"
"14667",10,"30","11113.63",5,5,5,"Champions"
"14669",241,"4","2070.77",2,4,4,"At Risk"
"14670",280,"3","583.33",1,3,3,"At Risk"
"14672",234,"2","765.55",2,2,3,"Lost Customers"
"14673",3,"6","2483.66",5,4,5,"Champions"
"14675",16,"2","1015.58",4,2,4,"New Customers"
"14676",31,"6","2548.24",4,4,5,"Champions"
"14679",381,"2","811.28",1,2,3,"Lost Customers"
"14680",25,"25","32486.34",4,5,5,"Champions"
"14681",71,"4","707.15",3,4,3,"Loyal Customers"
"14682",187,"2","52.00",2,3,1,"At Risk"
"14684",25,"6","1430.03",4,4,4,"Champions"
"14685",698,"5","2670.86",1,4,5,"At Risk"
"14687",106,"1","628.38",2,1,3,"Lost Customers"
"14688",7,"21","5579.10",5,5,5,"Champions"
"14689",208,"1","112.80",2,2,1,"Lost Customers"
"14690",44,"3","535.56",3,3,3,"Loyal Customers"
"14691",30,"5","2114.33",4,4,4,"Champions"
"14692",137,"5","755.60",2,4,3,"At Risk"
"14693",264,"1","172.90",1,1,1,"Lost Customers"
"14695",732,"2","911.68",1,2,3,"Lost Customers"
"14696",4,"7","2078.95",5,5,4,"Champions"
"14697",218,"2","188.61",2,2,1,"Lost Customers"
"14698",1,"5","1217.27",5,4,4,"Champions"
"14699",214,"1","109.13",2,1,1,"Lost Customers"
"14700",32,"3","2195.10",4,4,5,"Champions"
"14701",10,"9","2526.09",5,5,5,"Champions"
"14702",1,"20","4462.41",5,5,5,"Champions"
"14703",14,"1","318.17",5,2,2,"New Customers"
"14704",11,"9","1493.96",5,5,4,"Champions"
"14705",198,"1","179.00",2,1,1,"Lost Customers"
"14708",2,"3","1126.37",5,3,4,"Loyal Customers"
"14709",15,"16","5993.69",5,5,5,"Champions"
"14710",14,"7","972.87",5,5,3,"Loyal Customers"
"14711",10,"11","2839.62",5,5,5,"Champions"
"14712",29,"3","917.07",4,3,3,"Loyal Customers"
"14713",9,"14","3610.28",5,5,5,"Champions"
"14714",24,"1","160.19",4,1,1,"New Customers"
"14715",24,"5","1153.81",4,4,4,"Champions"
"14716",43,"2","307.51",3,3,2,"Loyal Customers"
"14717",733,"1","81.30",1,1,1,"Lost Customers"
"14719",1,"5","1581.84",5,4,4,"Champions"
"14720",5,"3","663.81",5,3,3,"Loyal Customers"
"14721",379,"1","109.07",1,1,1,"Lost Customers"
"14722",147,"1","180.42",2,1,1,"Lost Customers"
"14723",10,"8","1376.64",5,5,4,"Champions"
"14725",24,"1","655.58",4,1,3,"New Customers"
"14727",274,"1","268.58",1,2,2,"Lost Customers"
"14729",373,"1","313.49",1,2,2,"Lost Customers"
"14730",1,"8","1897.57",5,5,4,"Champions"
"14731",47,"3","380.02",3,3,2,"Loyal Customers"
"14732",8,"12","3913.52",5,5,5,"Champions"
"14733",16,"14","11741.01",4,5,5,"Champions"
"14735",3,"38","7272.39",5,5,5,"Champions"
"14737",3,"3","1164.55",5,3,4,"Loyal Customers"
"14738",42,"8","1625.65",3,5,4,"Loyal Customers"
"14739",4,"9","5155.59",5,5,5,"Champions"
"14740",197,"3","1448.21",2,4,4,"At Risk"
"14741",11,"6","1400.34",5,4,4,"Champions"
"14744",16,"8","1904.08",4,5,4,"Champions"
"14745",112,"5","1220.26",2,4,4,"At Risk"
"14747",249,"1","328.20",2,2,2,"Lost Customers"
"14748",29,"5","1415.75",4,4,4,"Champions"
"14750",736,"1","112.03",1,1,1,"Lost Customers"
"14751",726,"1","65.10",1,1,1,"Lost Customers"
"14752",43,"1","389.64",3,2,2,"Promising"
"14753",87,"1","563.15",3,1,3,"Promising"
"14754",44,"3","994.66",3,3,4,"Loyal Customers"
"14755",9,"15","6366.98",5,5,5,"Champions"
"14756",15,"2","1268.06",5,3,4,"Loyal Customers"
"14757",75,"1","420.50",3,1,2,"Promising"
"14758",144,"4","1484.06",2,4,4,"At Risk"
"14759",4,"3","1625.97",5,4,4,"Champions"
"14760",297,"1","89.20",1,1,1,"Lost Customers"
"14761",58,"2","255.90",3,2,2,"Promising"
"14762",263,"1","300.52",1,2,2,"Lost Customers"
"14764",46,"1","278.30",3,2,2,"Promising"
"14765",29,"3","254.11",4,3,2,"Loyal Customers"
"14766",8,"7","2809.16",5,5,5,"Champions"
"14768",17,"2","192.60",4,2,1,"New Customers"
"14769",2,"11","12734.72",5,5,5,"Champions"
"14770",232,"2","876.42",2,2,3,"Lost Customers"
"14771",736,"1","287.37",1,2,2,"Lost Customers"
"14772",112,"1","139.26",2,2,1,"Lost Customers"
"14775",58,"3","1011.90",3,3,4,"Loyal Customers"
"14776",51,"12","2841.48",3,5,5,"Loyal Customers"
"14778",127,"2","730.86",2,2,3,"Lost Customers"
"14779",280,"3","386.15",1,3,2,"At Risk"
"14780",54,"2","447.68",3,3,2,"Loyal Customers"
"14782",319,"1","200.10",1,1,1,"Lost Customers"
"14784",26,"3","449.93",4,3,2,"Loyal Customers"
"14785",10,"2","77.40",5,3,1,"Loyal Customers"
"14788",7,"2","679.44",5,3,3,"Loyal Customers"
"14789",28,"1","197.64",4,1,1,"New Customers"
"14790",16,"7","1562.03",4,5,4,"Champions"
"14792",63,"1","6.20",3,1,1,"Promising"
"14793",21,"1","228.99",4,1,1,"New Customers"
"14794",2,"7","1319.91",5,5,4,"Champions"
"14795",166,"1","131.45",2,2,1,"Lost Customers"
"14796",1,"20","8748.85",5,5,5,"Champions"
"14798",52,"4","194.14",3,4,1,"Loyal Customers"
"14799",51,"2","338.15",3,3,2,"Loyal Customers"
"14800",47,"13","5445.17",3,5,5,"Loyal Customers"
"14801",61,"1","189.34",3,1,1,"Promising"
"14803",162,"3","845.55",2,3,3,"At Risk"
"14804",8,"1","353.27",5,2,2,"New Customers"
"14805",15,"4","546.40",4,4,3,"Loyal Customers"
"14806",75,"1","193.39",3,1,1,"Promising"
"14807",390,"1","154.50",1,1,1,"Lost Customers"
"14808",39,"8","2718.60",4,5,5,"Champions"
"14810",40,"11","2085.33",3,5,4,"Loyal Customers"
"14811",387,"1","170.50",1,1,1,"Lost Customers"
"14813",369,"3","453.25",1,3,2,"At Risk"
"14815",36,"2","778.50",4,2,3,"New Customers"
"14816",197,"1","271.85",2,2,2,"Lost Customers"
"14817",200,"2","1110.34",2,2,4,"Lost Customers"
"14818",73,"3","657.80",3,3,3,"Loyal Customers"
"14819",64,"3","301.86",3,3,2,"Loyal Customers"
"14820",21,"6","756.74",4,5,3,"Loyal Customers"
"14821",366,"2","413.35",1,3,2,"At Risk"
"14823",180,"3","321.43",2,3,2,"At Risk"
"14824",10,"5","1567.36",5,4,4,"Champions"
"14825",3,"13","2548.22",5,5,5,"Champions"
"14826",695,"1","177.90",1,1,1,"Lost Customers"
"14828",196,"6","4931.12",2,5,5,"At Risk"
"14829",29,"6","1109.97",4,4,4,"Champions"
"14830",53,"1","188.88",3,1,1,"Promising"
"14831",737,"2","833.75",1,2,3,"Lost Customers"
"14834",17,"6","1720.30",4,4,4,"Champions"
"14836",10,"3","102.45",5,3,1,"Loyal Customers"
"14837",89,"4","1649.50",3,4,4,"Loyal Customers"
"14838",736,"1","119.10",1,1,1,"Lost Customers"
"14839",704,"1","425.06",1,1,2,"Lost Customers"
"14840",267,"1","62.85",1,2,1,"Lost Customers"
"14841",53,"10","4822.66",3,5,5,"Loyal Customers"
"14842",43,"4","2824.69",3,4,5,"Loyal Customers"
"14844",63,"4","3189.81",3,4,5,"Loyal Customers"
"14847",148,"1","309.40",2,2,2,"Lost Customers"
"14849",21,"28","8859.23",4,5,5,"Champions"
"14850",311,"1","325.75",1,2,2,"Lost Customers"
"14851",23,"2","511.35",4,3,3,"Loyal Customers"
"14852",58,"6","2836.69",3,5,5,"Loyal Customers"
"14853",24,"2","475.80",4,3,2,"Loyal Customers"
"14854",78,"8","3047.48",3,5,5,"Loyal Customers"
"14855",119,"2","645.65",2,3,3,"At Risk"
"14856",36,"3","1290.53",4,4,4,"Champions"
"14857",59,"2","1173.12",3,2,4,"Promising"
"14859",12,"4","1353.74",5,4,4,"Champions"
"14860",19,"1","170.32",4,1,1,"New Customers"
"14861",52,"5","796.78",3,4,3,"Loyal Customers"
"14862",25,"2","841.20",4,2,3,"New Customers"
"14863",29,"1","266.76",4,2,2,"New Customers"
"14865",7,"4","92.52",5,4,1,"Loyal Customers"
"14866",10,"12","14389.90",5,5,5,"Champions"
"14867",185,"5","1047.12",2,4,4,"At Risk"
"14868",3,"9","3182.79",5,5,5,"Champions"
"14869",8,"4","1592.83",5,4,4,"Champions"
"14870",261,"1","327.25",1,2,2,"Lost Customers"
"14871",3,"6","820.93",5,5,3,"Loyal Customers"
"14873",210,"1","519.68",2,1,3,"Lost Customers"
"14875",107,"2","1465.32",2,3,4,"At Risk"
"14878",12,"10","1835.34",5,5,4,"Champions"
"14880",77,"3","690.59",3,3,3,"Loyal Customers"
"14881",19,"1","255.40",4,2,2,"New Customers"
"14882",26,"3","1100.70",4,3,4,"Loyal Customers"
"14883",18,"6","761.59",4,5,3,"Loyal Customers"
"14885",131,"1","765.32",2,1,3,"Lost Customers"
"14886",252,"1","364.80",1,2,2,"Lost Customers"
"14887",79,"1","1862.00",3,1,4,"Promising"
"14888",207,"1","369.20",2,2,2,"Lost Customers"
"14889",336,"1","135.90",1,2,1,"Lost Customers"
"14890",253,"1","125.65",1,2,1,"Lost Customers"
"14891",148,"2","554.38",2,3,3,"At Risk"
"14892",690,"1","202.35",1,1,1,"Lost Customers"
"14893",9,"2","1237.85",5,3,4,"Loyal Customers"
"14894",85,"2","955.45",3,2,3,"Promising"
"14895",7,"23","13181.87",5,5,5,"Champions"
"14896",204,"3","767.02",2,3,3,"At Risk"
"14897",7,"5","1667.54",5,4,4,"Champions"
